City,Country,Wind Speed,Cloudiness,Max Temperature,Humidity,Lattitude,Longitude,Date
Port-Gentil,GA,12.17,99,75.85,80,-0.7193,8.7815,1627301373
Roebourne,AU,9.06,98,72.91,55,-20.7833,117.1333,1627301373
Homer,US,0,1,51.67,93,59.6425,-151.5483,1627301373
Mohān,IN,7.34,100,93.15,59,26.7833,80.6833,1627301374
Dargaville,NZ,13.38,73,53.35,80,-35.9333,173.8833,1627301374
Nuevo Progreso,MX,3.33,5,76.59,91,23.1667,-97.95,1627301374
Nyandoma,RU,7.61,94,61.74,91,61.669,40.1991,1627301375
Martin,US,4.94,51,82.96,96,27.0837,-80.4164,1627301375
Martapura,ID,3.44,7,80.69,74,-3.4167,114.85,1627301375
Tocache,PE,0.18,86,70.07,79,-8.1842,-76.5125,1627301376
Zholymbet,KZ,15.05,14,73.2,31,51.7433,71.7122,1627301376
Tessalit,ML,14.79,65,101.86,23,20.1986,1.0114,1627301376
Ulladulla,AU,11.3,100,56.88,65,-35.35,150.4667,1627301377
Long Beach,US,1.99,75,73.04,89,33.767,-118.1892,1627301152
Pacific Grove,US,1.99,60,60.26,93,36.6177,-121.9166,1627301377
Aranda de Duero,ES,4.94,5,78.26,34,41.6704,-3.6892,1627301377
Nakasongola,UG,8.57,100,76.01,46,1.3089,32.4564,1627301378
Muriwai Beach,NZ,17.27,97,53.87,92,-36.8167,174.45,1627301378
Vila do Maio,CV,6.71,92,76.28,77,15.1333,-23.2167,1627301378
Kensington,AU,6.91,0,60.51,62,-33.9167,151.2167,1627301378
Havelock,US,5.21,36,82.94,93,34.8791,-76.9013,1627301379
Mehamn,NO,8.05,75,46.58,76,71.0357,27.8492,1627301379
Havre-St-Pierre,CA,5.75,90,59.36,100,50.2334,-63.5986,1627301379
Taywarah,AF,20.47,2,85.17,11,33.35,64.4167,1627301380
Bom Jardim,BR,13.22,70,75.31,74,-7.7958,-35.5872,1627301380
Marrakesh,MA,6.91,0,86.07,39,31.6315,-8.0083,1627301381
Sechura,PE,7.65,35,64.85,88,-5.5569,-80.8222,1627301381
Chumikan,RU,2.95,94,62.56,83,54.7183,135.315,1627301381
Las Vegas,US,1.01,75,77.81,81,36.175,-115.1372,1627301104
Eyl,SO,29.57,46,89.89,39,7.9803,49.8164,1627301382
Isangel,VU,16.4,66,72.79,75,-19.55,169.2667,1627301382
Samfya,ZM,9.8,90,70.95,28,-11.3649,29.5565,1627301383
Bouillante,GP,11.25,92,81.63,78,16.1304,-61.7692,1627301383
Banikoara,BJ,8.01,100,82.51,63,11.2985,2.4386,1627301383
Vostok,RU,2.89,100,75.04,79,46.4856,135.8833,1627301383
Smolenka,RU,4.47,40,66.27,77,52.1352,113.4974,1627301384
Goundi,TD,4.83,97,74.59,92,9.3627,17.366,1627301384
Vila Velha,BR,5.75,20,71.55,68,-20.3297,-40.2925,1627301128
Karratha,AU,8.19,100,72.97,61,-20.7377,116.8463,1627301384
La Ronge,CA,0,75,48.42,100,55.1001,-105.2842,1627301385
Shingū,JP,6.58,53,75.88,84,33.7333,135.9833,1627301385
Huntington,US,0.76,92,74.37,97,38.4193,-82.4452,1627300854
Natal,BR,4.61,75,75.85,88,-5.795,-35.2094,1627301385
Langarūd,IR,7.43,2,89.65,52,37.197,50.1535,1627301386
Fare,PF,10.29,29,77.97,75,-16.7,-151.0167,1627301386
Mandan,US,5.01,1,66.04,92,46.8267,-100.8896,1627301386
Mogadishu,SO,22.37,44,79.12,67,2.0371,45.3438,1627301387
Brønnøysund,NO,11.5,40,72.12,88,65.4625,12.1997,1627301387
Varnavino,RU,9.19,56,74.23,36,57.4035,45.0916,1627301338
Vorobyevka,RU,4.07,70,82.85,32,50.6451,40.9245,1627301387
Saint-Ambroise,CA,1.86,53,63.57,92,48.5501,-71.3324,1627301388
Diaz,PH,2.59,100,79.07,83,15.8463,120.8347,1627301388
Moyo,UG,2.44,98,80.47,49,3.6609,31.7247,1627301388
Ferkessédougou,CI,7.29,73,87.01,53,9.6,-5.2,1627301389
Hofn,IS,6.91,20,55.42,76,64.2539,-15.2082,1627301389
Chyorny Yar,RU,8.39,9,90.63,22,48.0624,46.1091,1627301389
Anadyr,RU,11.01,100,53.01,81,64.75,177.4833,1627301390
Ol'ga,RU,3.11,24,71.24,98,43.7444,135.2892,1627301390
Alpena,US,4.61,1,70.11,77,45.0617,-83.4327,1627301390
Matagami,CA,6.91,90,60.91,88,49.7502,-77.6328,1627301390
Yeppoon,AU,6.8,29,55.18,60,-23.1333,150.7333,1627301391
Kungurtug,RU,1.72,95,64.72,76,50.5994,97.5228,1627301391
Zhangjiakou,CN,6.22,100,73.42,79,40.81,114.8794,1627301391
Peno,RU,2.37,7,80.28,35,56.9262,32.7426,1627301392
Kribi,CM,9.71,58,81.09,69,2.95,9.9167,1627301392
Puerto Escondido,MX,5.75,40,77.83,73,15.85,-97.0667,1627301392
Jhang,PK,8.66,53,103.68,32,33.6748,72.6963,1627301393
Cockburn Town,TC,15.7,13,82.08,79,21.4612,-71.1419,1627301393
Gönen,TR,5.99,2,90.01,22,40.1049,27.654,1627301393
Jumla,NP,2.98,100,67.82,96,29.2747,82.1838,1627301394
Partenit,UA,10.18,90,82.13,60,44.578,34.3446,1627301394
Chapada dos Guimarães,BR,8.95,2,71.26,30,-15.4606,-55.7497,1627301394
Kudahuvadhoo,MV,6.31,100,78.28,81,2.6708,72.8944,1627301395
Slatina,RO,4.9,23,91.44,29,44.4333,24.3667,1627301395
Rotterdam,NL,4.61,75,73.89,84,51.9225,4.4792,1627301395
Sinjār,IQ,14.65,0,106.75,12,36.3209,41.8754,1627301395
Tigil',RU,19.37,100,64.8,95,57.8,158.6667,1627301396
Verkhoyansk,RU,1.59,89,62.35,81,67.5447,133.385,1627301396
Phan Thiet,VN,10.94,55,81.64,77,10.9333,108.1,1627301104
Flinders,AU,3,100,58.37,68,-34.5833,150.8552,1627301396
Humaitá,BR,1.95,42,77.86,51,-7.5061,-63.0208,1627301397
Nortelândia,BR,6.78,4,78.67,33,-14.4547,-56.8028,1627301397
Zhezkazgan,KZ,15.52,0,86.29,20,47.8043,67.7144,1627301397
Skibbereen,IE,15.64,100,69.6,77,51.55,-9.2667,1627301398
Warman,CA,6.42,99,59.09,89,52.3168,-106.5679,1627301398
Hobyo,SO,30.98,37,79.7,68,5.3505,48.5268,1627301398
Erzin,TR,10.78,0,97.32,45,36.9559,36.2,1627301399
Honningsvåg,NO,9.22,20,46.15,81,70.9821,25.9704,1627301399
Yerbogachën,RU,3.42,30,78.35,56,61.2767,108.0108,1627301399
Khokhlovo,RU,6.4,69,77.02,39,59.1492,37.3998,1627301400
Kokstad,ZA,1.86,11,67.68,10,-30.5472,29.4241,1627301400
Lewiston,US,0,90,69.71,99,44.1003,-70.2148,1627301400
Pozo Colorado,PY,9.17,99,77.22,40,-23.4923,-58.7972,1627301401
Petropavlovsk-Kamchatskiy,RU,12.15,92,64.04,86,53.0452,158.6483,1627301401
Port Macquarie,AU,6.91,24,49.89,71,-31.4333,152.9167,1627301401
Salina,US,5.75,1,73.53,94,38.8403,-97.6114,1627301403
Port Lincoln,AU,13.11,4,54.03,70,-34.7333,135.8667,1627301404
Brownsville,US,3.44,1,78.91,89,25.9018,-97.4975,1627301270
North Augusta,US,0,1,77.14,83,33.5018,-81.9651,1627301405
Boma,GH,5.06,68,84.04,59,7.0805,-2.1697,1627301405
Lagunas,PE,1.43,65,72.73,89,-5.2269,-75.6753,1627301406
Hirara,JP,8.25,98,83.19,90,24.8,125.2833,1627301406
Alta,NO,7,75,56.46,83,69.9689,23.2717,1627301407
Progreso,MX,3.94,17,75.31,90,21.2833,-89.6667,1627301388
Zavitinsk,RU,3.4,100,68.02,99,50.1167,129.45,1627301407
Bitung,ID,13.4,81,79.65,84,1.4451,125.1824,1627301407
Half Moon Bay,US,1.01,1,62.02,89,37.4636,-122.4286,1627301408
Maceió,BR,12.66,75,78.24,83,-9.6658,-35.7353,1627301318
Neyshabur,IR,24.76,0,94.89,17,36.2133,58.7958,1627301408
Clyde River,CA,6.91,90,35.83,100,70.4692,-68.5914,1627301409
Katsuura,JP,16.91,100,83.1,71,35.1333,140.3,1627301409
Oeiras do Pará,BR,2.68,55,82.31,71,-2.0031,-49.8544,1627301409
Jamame,SO,20.87,64,83.88,49,0.0722,42.7506,1627301409
Lagoa,PT,7.63,71,69.04,81,39.05,-27.9833,1627301410
Talara,PE,16.11,75,66.96,88,-4.5772,-81.2719,1627301410
Río Gallegos,AR,23.09,86,37.83,82,-51.6226,-69.2181,1627301411
Pombas,CV,9.95,65,73.54,76,17.1503,-25.0201,1627301411
Ambon City,ID,2.3,40,77.14,83,-3.6954,128.1814,1627301412
Elliot Lake,CA,3.49,71,63.39,73,46.3834,-82.6331,1627301412
Batagay-Alyta,RU,6.87,43,62.8,59,67.8006,130.4114,1627301412
Samarai,PG,18.1,87,78.31,78,-10.6167,150.6667,1627301413
Zastron,ZA,11.1,46,54.9,16,-30.3023,27.084,1627301413
Rindal,NO,7.36,28,82.78,32,63.0565,9.2124,1627301414
Luba,GQ,8.72,55,79.47,74,3.4568,8.5547,1627301414
Maniitsoq,GL,16.55,100,48.61,69,65.4167,-52.9,1627301414
Prince Rupert,CA,0,90,55.49,100,54.3161,-130.3201,1627301348
Nhulunbuy,AU,8.05,90,75.81,78,-12.2333,136.7667,1627301415
Banjar,ID,2.93,0,78.66,85,-8.19,114.9675,1627301415
College,US,3.44,75,57.22,79,64.8569,-147.8028,1627301415
Sumbe,AO,11.12,74,76.89,70,-11.2061,13.8437,1627301416
Gallup,US,3.44,20,56.16,100,35.5281,-108.7426,1627301416
Barcelona,ES,1.01,20,84.97,61,41.3888,2.159,1627301267
Urgut,UZ,25.23,0,100.02,10,39.4022,67.2431,1627301417
Clyde,US,4.36,62,73.58,84,41.3042,-82.9752,1627301417
Havøysund,NO,3.98,53,52.68,75,70.9963,24.6622,1627301417
Vilhena,BR,2.3,3,74.52,48,-12.7406,-60.1458,1627301168
Gisborne,NZ,6.51,65,50.95,91,-38.6533,178.0042,1627301418
Shaunavon,CA,5.66,0,58.42,56,49.6501,-108.4181,1627301418
Borgentreich,DE,10.74,61,82.74,49,51.5692,9.2411,1627301418
Tazovsky,RU,13.6,100,47.73,97,67.4667,78.7,1627301419
Sabinov,SK,12.95,0,85.33,42,49.1031,21.0988,1627301419
Mahibadhoo,MV,2.93,100,81.18,68,3.7833,72.9667,1627301420
Santa Maria do Suaçuí,BR,4.05,67,68.88,61,-18.1903,-42.4142,1627301420
Kulhudhuffushi,MV,13.33,99,81.25,79,6.6221,73.07,1627301420
Broome,US,1.01,40,68.67,87,42.2506,-75.833,1627301421
Porosozero,RU,6.93,58,73.99,43,62.7191,32.727,1627301421
Malanje,AO,8.81,98,82.11,18,-9.5402,16.341,1627301421
Barkhan,PK,6.69,71,100.08,26,29.8977,69.5256,1627301422
Lavumisa,SZ,7.27,4,71.96,36,-27.31,31.892,1627301422
Jūnāgarh,IN,11.59,99,90.41,52,19.8667,82.9333,1627301422
Cortez,US,4.61,1,60.69,94,37.3489,-108.5859,1627301423
Wainwright,CA,3.02,100,52.92,92,52.839,-110.8572,1627301423
Vao,NC,15.5,55,69.28,59,-22.6667,167.4833,1627301175
Price,US,6.91,1,65.12,59,39.5994,-110.8107,1627301424
Matías Romero,MX,4.47,28,70.43,97,16.8833,-95.0333,1627301424
Naantali,FI,6.91,0,88.36,36,60.4674,22.0243,1627301424
Guangzhou,CN,7.56,90,94.87,49,23.1167,113.25,1627301259
Santa Fe,AR,5.01,0,51.03,96,-31.6333,-60.7,1627301425
Raudeberg,NO,2.55,100,79.47,93,61.9875,5.1352,1627301425
Mumbwa,ZM,10.98,4,70.7,26,-14.9783,27.0619,1627301426
Nouakchott,MR,17.4,60,77.45,74,18.0858,-15.9785,1627301426
Inhambane,MZ,12.17,28,70.36,61,-23.865,35.3833,1627301426
Khorixas,NA,18.79,2,78.03,21,-20.3667,14.9667,1627301427
Novoagansk,RU,17.76,100,50.68,93,61.9449,76.6625,1627301427
Cayenne,GF,2.3,90,77.04,94,4.9333,-52.3333,1627301312
Obo,CF,5.26,99,80.78,67,5.3998,26.4869,1627301427
Aykhal,RU,5.1,4,80.24,47,66,111.5,1627301428
